Title,Artist,Top_genre,Year,Bpm,Nrgy,Dnce,DB,Live,Val,Dur,Acous,Spch,Popularity,Country
Location Unknown,HONNE,uk pop,2019,92,29,51,-7,8,40,328,94,4,80,indonesia
blun7 a swishland,tha Supreme,trap italiana,2019,130,79,69,-6,26,57,168,13,25,80,italy
ch1 5ei te,tha Supreme,trap italiana,2019,88,78,49,-6,16,32,184,5,7,76,italy
fuck 3x,tha Supreme,trap italiana,2019,180,81,66,-5,11,69,161,7,8,82,italy
m12ano,tha Supreme,trap italiana,2019,65,51,58,-6,8,48,188,4,4,78,italy
m8nstar,tha Supreme,trap italiana,2019,165,76,58,-6,11,44,165,5,4,73,italy
occh1 purpl3,tha Supreme,trap italiana,2019,134,81,66,-5,16,55,188,9,16,77,italy
sw1n6o ,tha Supreme,trap italiana,2019,170,83,57,-6,79,79,184,12,9,78,italy
Alocao,Omar Montes,trap espanol,2019,178,75,67,-5,11,70,209,21,6,84,spain
Contando Lunares,Don Patricio,trap espanol,2019,106,52,86,-10,5,71,220,44,13,81,spain
No Te Debi Besar,C. Tangana,trap espanol,2019,75,68,67,-6,18,62,183,13,32,82,chile
Prendio,Rvfv,trap espanol,2019,125,54,83,-10,13,90,190,17,9,76,spain
Prendio,Rvfv,trap espanol,2019,125,76,75,-6,8,75,191,19,6,61,spain
No Dijeron Nada,Oscu,trap argentino,2019,115,71,70,-5,51,91,187,8,5,68,argentina
Fuera De Mi Mente,Lerica,spanish pop,2019,94,94,74,-2,5,70,181,17,10,73,spain
Si por mi fuera,Beret,spanish hip hop,2019,150,75,70,-6,10,88,209,3,3,73,spain
A Gente Fez Amor,Gusttavo Lima,sertanejo universitario,2019,134,94,79,-2,96,83,238,37,3,78,brazil
Ai Eu Bebo,Maiara & Maraisa,sertanejo universitario,2019,136,68,83,-5,41,85,174,48,7,79,brazil
Bebi Minha Bicicleta,Ze Neto & Cristiano,sertanejo universitario,2019,196,90,39,-4,91,47,182,45,41,68,brazil
Carreira Solo,Gusttavo Lima,sertanejo universitario,2019,127,93,81,-1,87,92,216,41,4,67,brazil
Ferida Curada,Ze Neto & Cristiano,sertanejo universitario,2019,146,85,49,-3,21,55,159,49,10,83,brazil
Liberdade Provisoria,Henrique & Juliano,sertanejo universitario,2019,108,68,67,-6,92,70,188,63,5,84,brazil
Quem Traiu Levou,Gusttavo Lima,sertanejo universitario,2019,174,96,59,-2,32,83,154,32,8,66,brazil
3 Batidas,Guilherme & Benuto,sertanejo pop,2019,118,71,55,-5,76,53,157,61,13,82,brazil
A Culpa e do Meu Grau ,Diego & Victor Hugo,sertanejo pop,2019,119,88,54,-3,93,63,183,72,10,80,brazil
Audio em Brasilia,Diego & Victor Hugo,sertanejo pop,2019,110,81,61,-5,42,45,190,52,4,77,brazil
"Para, Pensa e Volta",Yasmin Santos,sertanejo pop,2019,112,79,61,-3,24,57,174,25,4,80,brazil
S de Saudade,Luiza & Maurilio,sertanejo pop,2019,124,71,71,-4,13,79,175,62,5,81,brazil
Bebi Liguei,Marilia Mendonca,sertanejo,2019,154,80,60,-4,74,68,160,36,20,81,brazil
Cheirosa,Jorge & Mateus,sertanejo,2019,152,87,53,-3,33,71,182,24,9,85,brazil
Com ou Sem Mim ,Gustavo Mioto,sertanejo,2019,142,72,61,-4,96,30,202,16,5,79,brazil
Fake News,Gustavo Mioto,sertanejo,2019,114,64,80,-3,97,73,175,47,5,70,brazil
Mil Anos ,Jorge & Mateus,sertanejo,2019,135,70,62,-8,8,45,189,29,7,74,brazil
Relogio Parado,Diego & Arnaldo,sertanejo,2019,125,94,74,-1,97,73,181,5,5,78,brazil
Serenata,Marilia Mendonca,sertanejo,2019,132,71,71,-6,97,74,156,10,9,81,brazil
Solteiro Nao Trai,Gustavo Mioto,sertanejo,2018,158,83,49,-3,96,60,187,48,20,78,brazil
Supera,Marilia Mendonca,sertanejo,2019,132,74,67,-4,96,66,148,6,6,85,brazil
Tijolao,Jorge & Mateus,sertanejo,2019,119,88,64,-4,34,69,175,47,20,83,brazil
Todo Mundo Vai Sofrer,Marilia Mendonca,sertanejo,2019,111,74,62,-4,41,58,155,28,7,81,brazil
Perreo en La Luna,Rich Music LTD,reggaeton,2019,174,76,71,-4,37,72,219,27,29,83,argentina
Perreo en La Luna,Rich Music LTD,reggaeton,2019,174,76,71,-4,37,72,219,27,29,83,chile
Perreo en La Luna,Rich Music LTD,reggaeton,2019,174,76,71,-4,37,72,219,27,29,83,spain
Quizas,Rich Music LTD,reggaeton,2019,176,82,73,-2,23,68,216,3,15,90,argentina
Quizas,Rich Music LTD,reggaeton,2019,176,82,73,-2,23,68,216,3,15,90,bolivia
Quizas,Rich Music LTD,reggaeton,2019,176,82,73,-2,23,68,216,3,15,90,colombia
Quizas,Rich Music LTD,reggaeton,2019,176,82,73,-2,23,68,216,3,15,90,chile
Quizas,Rich Music LTD,reggaeton,2019,176,82,73,-2,23,68,216,3,15,90,spain
Zorra,Bad Gyal,rap catalan,2019,176,65,64,-7,8,74,186,68,19,76,spain
HIGHEST IN THE ROOM,Travis Scott,rap,2019,76,43,60,-9,21,6,176,5,3,96,israel
No Idea,Don Toliver,rap,2019,128,61,66,-5,22,35,154,56,10,90,malasya
Con Altura,ROSALiA,r&b en espanol,2019,98,69,88,-4,5,75,162,39,12,88,argentina
Con Altura,ROSALiA,r&b en espanol,2019,98,69,88,-4,5,75,162,39,12,88,bolivia
Con Altura,ROSALiA,r&b en espanol,2019,98,69,88,-4,5,75,162,39,12,88,colombia
Con Altura,ROSALiA,r&b en espanol,2019,98,69,88,-4,5,75,162,39,12,88,spain
"Yo x Ti, Tu x Mi",ROSALiA,r&b en espanol,2019,92,76,78,-3,14,58,201,46,23,90,argentina
"Yo x Ti, Tu x Mi",ROSALiA,r&b en espanol,2019,92,76,78,-3,14,58,201,46,23,90,bolivia
"Yo x Ti, Tu x Mi",ROSALiA,r&b en espanol,2019,92,76,78,-3,14,58,201,46,23,90,chile
"Yo x Ti, Tu x Mi",ROSALiA,r&b en espanol,2019,92,76,78,-3,14,58,201,46,23,90,spain
8 Parche,Baani Sandhu,punjabi pop,2019,174,86,65,-2,20,73,210,16,21,68,india
Carol of the Bells,Mykola Dmytrovych Leontovych,post-romantic era,1990,47,11,42,-23,18,80,85,99,4,84,usa
He oh,Gambi,pop urbaine,2019,105,59,83,-5,20,54,178,7,15,79,france
Popopop,Gambi,pop urbaine,2019,130,65,83,-6,14,41,156,5,31,82,france
Adicto,Tainy,pop reggaeton,2019,80,84,73,-5,18,62,271,2,7,92,argentina
Adicto,Tainy,pop reggaeton,2019,80,84,73,-5,18,62,271,2,7,92,bolivia
Adicto,Tainy,pop reggaeton,2019,80,84,73,-5,18,62,271,2,7,92,colombia
Adicto,Tainy,pop reggaeton,2019,80,84,73,-5,18,62,271,2,7,92,chile
Adicto,Tainy,pop reggaeton,2019,80,84,73,-5,18,62,271,2,7,92,spain
Ayy Macarena,Tyga,pop rap,2019,96,63,82,-6,7,72,132,13,23,90,germany
Ayy Macarena,Tyga,pop rap,2019,96,63,82,-6,7,72,132,13,23,90,italy
Lalala,Y2K,pop rap,2019,130,39,84,-8,14,50,161,18,8,93,israel
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,world
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,africa
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,australia
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,belgium
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,canada
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,germany
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,spain
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,usa
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,france
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,india
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,indonesia
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,israel
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,italy
ROXANNE,Arizona Zervas,pop rap,2019,117,60,62,-6,46,46,164,5,15,99,malasya
menina solta,Giulia Be,pop nacional,2019,92,56,63,-7,16,67,150,33,8,82,brazil
Quarta Cadeira,Matheus & Kauan,pop nacional,2019,76,82,56,-5,62,60,224,59,24,82,brazil
Vou Ter Que Superar,Matheus & Kauan,pop nacional,2019,106,72,51,-6,87,42,189,77,6,80,brazil
Ride It,Regard,pop edm,2019,118,75,88,-4,11,88,158,18,9,95,australia
Ride It,Regard,pop edm,2019,118,75,88,-4,11,88,158,18,9,95,belgium
Ride It,Regard,pop edm,2019,118,75,88,-4,11,88,158,18,9,95,germany
Ride It,Regard,pop edm,2019,118,75,88,-4,11,88,158,18,9,95,france
Beautiful People,Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,africa
Beautiful People,Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,indonesia
Beautiful People,Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,israel
Beautiful People,Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,malasya
Before You Go,Lewis Capaldi,pop,2019,112,57,46,-5,9,18,215,60,6,82,malasya
Can We Kiss Forever?,Kina,pop,2018,110,13,52,-19,9,12,188,89,4,84,indonesia
comethru,Jeremy Zucker,pop,2018,94,18,80,-12,62,61,182,61,6,86,indonesia
comethru,Jeremy Zucker,pop,2018,94,18,80,-12,62,61,182,61,6,86,malasya
Feelings,Lauv,pop,2019,103,47,69,-7,10,25,190,9,4,73,malasya
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,world
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,africa
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,australia
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,belgium
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,canada
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,germany
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,96,4,89,usa
hot girl bummer,blackbear,pop,2019,130,56,78,-7,40,68,185,13,8,96,india
hot girl bummer,blackbear,pop,2019,130,56,78,-7,40,68,185,13,8,96,malasya
How Do You Sleep?,Sam Smith,pop,2019,111,68,48,-5,8,35,202,15,9,93,malasya
I Don't Care,Ed Sheeran,pop,2019,102,68,80,-5,9,84,220,9,4,85,indonesia
I Don't Care,Ed Sheeran,pop,2019,102,68,80,-5,9,84,220,9,4,85,israel
I.F.L.Y.,Bazzi,pop,2019,105,52,81,-5,13,55,166,38,4,87,malasya
Lover ,Taylor Swift,pop,2019,205,60,45,-7,9,42,221,43,6,88,malasya
Mean It,Lauv,pop,2019,96,45,75,-9,17,34,233,4,9,89,indonesia
Mean It,Lauv,pop,2019,96,45,75,-9,17,34,233,4,9,89,malasya
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,world
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,africa
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,australia
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,belgium
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,france
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,india
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,indonesia
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,israel
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,italy
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,malasya
Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,japan
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,world
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,belgium
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,indonesia
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,israel
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,malasya
105 F Remix,KEVVO,perreo,2019,100,75,90,-7,29,74,464,37,16,83,chile
105 F Remix,KEVVO,perreo,2019,100,75,90,-7,29,74,464,37,16,83,spain
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,87,world
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,87,australia
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,87,belgium
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,87,canada
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,87,germany
Otro Trago,Sech,panamanian pop,2019,176,79,73,-2,6,76,288,7,20,88,argentina
Otro Trago,Sech,panamanian pop,2019,176,79,73,-2,6,76,288,7,20,88,bolivia
Otro Trago,Sech,panamanian pop,2019,176,70,75,-5,11,62,226,14,34,86,bolivia
Otro Trago,Sech,panamanian pop,2019,176,79,73,-2,6,76,288,7,20,88,chile
Otro Trago,Sech,panamanian pop,2019,176,79,73,-2,6,76,288,7,20,88,spain
Que Mas Pues,Sech,panamanian pop,2019,113,66,65,-5,12,81,306,12,20,85,bolivia
Si Te Vas,Sech,panamanian pop,2019,174,64,73,-4,14,55,205,9,13,90,argentina
Si Te Vas,Sech,panamanian pop,2019,174,64,73,-4,14,55,205,9,13,90,bolivia
Si Te Vas,Sech,panamanian pop,2019,174,64,73,-4,14,55,205,9,13,90,colombia
Si Te Vas,Sech,panamanian pop,2019,174,64,73,-4,14,55,205,9,13,90,chile
Si Te Vas,Sech,panamanian pop,2019,174,64,73,-4,14,55,205,9,13,90,spain
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,world
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,africa
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,australia
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,belgium
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,bolivia
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,canada
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,germany
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,spain
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,usa
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,france
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,italy
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,japan
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,19,3,85,malasya
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,16,3,69,world
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,16,3,69,africa
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,16,3,69,australia
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,16,3,69,belgium
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,16,3,69,canada
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,16,3,69,germany
BOP,DaBaby,nc hip hop,2019,127,79,77,-4,13,84,160,19,37,92,usa
Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,89,india
Tum Hi Aana,Payal Dev,modern bollywood,2019,90,40,47,-7,15,35,249,63,2,74,india
Futsal Shuffle 2020,Lil Uzi Vert,melodic rap,2019,137,46,88,-8,23,30,199,3,16,90,usa
Roses,SAINt JHN,melodic rap,2019,122,72,77,-5,35,90,177,2,5,85,france
The Box,Roddy Ricch,melodic rap,2019,117,59,90,-7,79,64,197,10,6,89,canada
The Box,Roddy Ricch,melodic rap,2019,117,59,90,-7,79,64,197,10,6,89,usa
Mimpi,K-Clique,malaysian indie,2019,150,73,83,-7,10,87,253,53,29,66,malasya
Haa Tepok,MeerFly,malaysian hip hop,2019,87,50,85,-12,15,68,211,66,31,65,malasya
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,world
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,africa
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,belgium
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,bolivia
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,canada
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,germany
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,chile
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,spain
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,usa
Feliz Navidad,Jose Feliciano,latin pop,2001,149,86,49,-7,35,96,182,53,4,85,italy
Fresa,TINI,latin pop,2019,96,87,78,-3,10,86,166,22,9,83,argentina
Mami,Paloma Mami,latin pop,2019,95,72,80,-6,17,51,195,15,5,73,chile
Oye,TINI,latin pop,2019,95,51,68,-8,18,26,173,45,6,83,argentina
Alguien Me Gusta,Andy Rivera,latin,2019,93,52,67,-4,37,81,169,45,4,70,colombia
Atrevete,Nicky Jam,latin,2019,184,68,55,-4,12,59,198,31,30,83,bolivia
Aventura,Lunay,latin,2019,92,73,73,-3,10,88,217,22,4,90,argentina
Aventura,Lunay,latin,2019,92,73,73,-3,10,88,217,22,4,90,bolivia
Aventura,Lunay,latin,2019,92,73,73,-3,10,88,217,22,4,90,colombia
Aventura,Lunay,latin,2019,92,73,73,-3,10,88,217,22,4,90,chile
Aventura,Lunay,latin,2019,92,73,73,-3,10,88,217,22,4,90,spain
B11,Rvssian,latin,2019,100,72,76,-5,13,20,252,7,12,83,chile
B11,Rvssian,latin,2019,100,72,76,-5,13,20,252,7,12,83,spain
Bellaquita,Dalex,latin,2019,166,72,80,-4,18,76,305,14,8,87,argentina
Bellaquita,Dalex,latin,2019,166,72,80,-4,18,76,305,14,8,87,bolivia
Bellaquita,Dalex,latin,2019,166,70,58,-4,17,77,205,9,11,85,bolivia
Bellaquita,Dalex,latin,2019,166,72,80,-4,18,76,305,14,8,87,colombia
Bellaquita,Dalex,latin,2019,166,72,80,-4,18,76,305,14,8,87,chile
Bellaquita,Dalex,latin,2019,166,72,80,-4,18,76,305,14,8,87,spain
Blanco,J Balvin,latin,2019,100,71,87,-5,9,59,146,3,13,87,argentina
Blanco,J Balvin,latin,2019,100,71,87,-5,9,59,146,3,13,87,bolivia
Blanco,J Balvin,latin,2019,100,71,87,-5,9,59,146,3,13,87,colombia
Blanco,J Balvin,latin,2019,100,71,87,-5,9,59,146,3,13,87,spain
Callaita,Bad Bunny,latin,2019,176,62,61,-5,24,24,251,60,31,92,argentina
Callaita,Bad Bunny,latin,2019,176,62,61,-5,24,24,251,60,31,92,bolivia
Callaita,Bad Bunny,latin,2019,176,62,61,-5,24,24,251,60,31,92,colombia
Callaita,Bad Bunny,latin,2019,176,62,61,-5,24,24,251,60,31,92,chile
Callaita,Bad Bunny,latin,2019,176,62,61,-5,24,24,251,60,31,92,spain
Calma,Pedro Capo,latin,2018,127,77,83,-4,14,76,238,32,5,87,argentina
China,Anuel AA,latin,2019,105,81,79,-4,8,61,302,8,9,94,argentina
China,Anuel AA,latin,2019,105,81,79,-4,8,61,302,8,9,94,bolivia
China,Anuel AA,latin,2019,105,81,79,-4,8,61,302,8,9,94,colombia
China,Anuel AA,latin,2019,105,81,79,-4,8,61,302,8,9,94,chile
China,Anuel AA,latin,2019,105,81,79,-4,8,61,302,8,9,94,spain
Con Calma,Daddy Yankee,latin,2019,94,86,74,-3,6,66,193,11,6,88,argentina
Cuerpo en Venta,Noriel,latin,2019,92,60,70,-6,10,41,254,16,30,85,chile
Desconocidos,Mau y Ricky,latin,2019,174,75,72,-5,21,68,205,12,18,79,bolivia
DJ No Pare,Justin Quiles,latin,2019,170,71,74,-4,8,83,259,5,9,88,argentina
DJ No Pare ,Justin Quiles,latin,2019,170,71,74,-4,8,83,259,5,9,88,bolivia
DJ No Pare ,Justin Quiles,latin,2019,170,71,74,-4,8,83,259,5,9,88,chile
DJ No Pare ,Justin Quiles,latin,2019,170,71,74,-4,8,83,259,5,9,88,spain
Easy,Jhay Cortez,latin,2019,94,75,89,-4,15,44,220,19,9,81,spain
El Favor ,Dimelo Flow,latin,2019,88,65,75,-3,11,48,233,11,7,85,argentina
El Favor ,Dimelo Flow,latin,2019,88,65,75,-3,11,48,233,11,7,85,chile
Fantasia,Ozuna,latin,2019,180,72,70,-6,9,78,175,23,9,84,chile
Fantasia,Ozuna,latin,2019,180,72,70,-6,9,78,175,23,9,84,spain
Fantasias,Rauw Alejandro,latin,2019,94,70,88,-4,6,79,200,14,7,93,argentina
Fantasias,Rauw Alejandro,latin,2019,94,70,88,-4,6,79,200,14,7,93,bolivia
Fantasias,Rauw Alejandro,latin,2019,94,70,88,-4,6,79,200,14,7,93,colombia
Fantasias,Rauw Alejandro,latin,2019,94,70,88,-4,6,79,200,14,7,93,chile
Fantasias,Rauw Alejandro,latin,2019,94,70,88,-4,6,79,200,14,7,93,spain
Hasta Que Salga el Sol,Ozuna,latin,2019,96,82,83,-5,13,60,188,2,7,81,spain
Hola,Dalex,latin,2019,182,67,65,-6,8,34,250,47,31,89,argentina
Hola,Dalex,latin,2019,182,67,65,-6,8,34,250,47,31,89,bolivia
Hola,Dalex,latin,2019,182,67,65,-6,8,34,250,47,31,89,colombia
Hola,Dalex,latin,2019,182,67,65,-6,8,34,250,47,31,89,chile
Hola,Dalex,latin,2019,182,67,65,-6,8,34,250,47,31,89,spain
Imaginaste,Jhay Cortez,latin,2019,90,71,85,-5,34,60,247,4,9,79,chile
Indeciso,Reik,latin,2019,95,75,74,-5,11,90,217,18,5,90,argentina
Indeciso,Reik,latin,2019,95,75,74,-5,11,90,217,18,5,90,bolivia
Indeciso,Reik,latin,2019,95,75,74,-5,11,90,217,18,5,90,colombia
Indeciso,Reik,latin,2019,95,75,74,-5,11,90,217,18,5,90,spain
Infeliz,Arcangel,latin,2019,176,80,71,-3,25,72,221,37,22,74,chile
La Cama,Lunay,latin,2019,174,90,70,-3,18,82,189,20,6,74,chile
La Cama,Lunay,latin,2019,174,90,70,-3,18,82,189,20,6,74,spain
LA CANCIoN,J Balvin,latin,2019,176,65,75,-6,11,43,243,15,32,93,argentina
LA CANCIoN,J Balvin,latin,2019,176,65,75,-6,11,43,243,15,32,93,bolivia
LA CANCIoN,J Balvin,latin,2019,176,65,75,-6,11,43,243,15,32,93,colombia
LA CANCIoN,J Balvin,latin,2019,176,65,75,-6,11,43,243,15,32,93,chile
No Me Conoce,Jhay Cortez,latin,2019,92,79,81,-4,9,58,309,14,7,88,argentina
No Me Conoce,Jhay Cortez,latin,2019,92,79,81,-4,9,58,309,14,7,88,bolivia
No Me Conoce,Jhay Cortez,latin,2019,92,79,81,-4,9,58,309,14,7,88,colombia
No Me Conoce,Jhay Cortez,latin,2019,92,79,81,-4,9,58,309,14,7,88,chile
No Me Conoce,Jhay Cortez,latin,2019,92,79,81,-4,9,58,309,14,7,88,spain
Pa Mi,Dalex,latin,2019,170,62,69,-8,16,73,361,75,22,86,bolivia
Piensan,Myke Towers,latin,2019,172,72,68,-4,11,79,173,54,6,82,chile
Piropo,Noriel,latin,2019,94,75,87,-6,4,77,220,12,7,78,chile
Que Pena,Maluma,latin,2019,126,66,64,-6,34,86,213,10,36,87,bolivia
Que Pena,Maluma,latin,2019,126,66,64,-6,34,86,213,10,36,87,colombia
QUE PRETENDES,J Balvin,latin,2019,93,79,64,-4,36,94,222,3,25,88,bolivia
QUE PRETENDES,J Balvin,latin,2019,93,79,64,-4,36,94,222,3,25,88,colombia
QUE PRETENDES,J Balvin,latin,2019,93,79,64,-4,36,94,222,3,25,88,chile
Que Tire Pa Lante,Daddy Yankee,latin,2019,94,90,66,-3,12,71,211,5,4,91,argentina
Que Tire Pa Lante,Daddy Yankee,latin,2019,94,90,66,-3,12,71,211,5,4,91,bolivia
Que Tire Pa Lante,Daddy Yankee,latin,2019,94,90,66,-3,12,71,211,5,4,91,colombia
Que Tire Pa Lante,Daddy Yankee,latin,2019,94,90,66,-3,12,71,211,5,4,91,chile
Si Se Da,Myke Towers,latin,2019,94,67,82,-6,13,77,332,44,30,85,chile
Si Supieras,Daddy Yankee,latin,2019,184,89,69,-2,10,62,242,29,12,82,chile
Sigues Con El,Dimelo Flow,latin,2019,88,67,88,-3,7,68,227,11,11,83,argentina
Sigues Con El,Dimelo Flow,latin,2019,88,67,88,-3,7,68,227,11,11,83,bolivia
Sigues Con El,Dimelo Flow,latin,2019,88,67,88,-3,7,68,227,11,11,83,colombia
Sigues Con El,Dimelo Flow,latin,2019,88,67,88,-3,7,68,227,11,11,83,chile
Sigues Con El,Dimelo Flow,latin,2019,88,67,88,-3,7,68,227,11,11,83,spain
Soltera,Lunay,latin,2019,92,78,80,-4,44,80,266,36,4,80,argentina
Soltera,Lunay,latin,2019,92,78,80,-4,44,80,266,36,4,80,bolivia
Soltera,Lunay,latin,2019,92,78,80,-4,44,80,266,36,4,80,colombia
Soltera,Lunay,latin,2019,92,78,80,-4,44,80,266,36,4,80,chile
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,30,30,96,world
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,30,30,96,argentina
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,30,30,96,bolivia
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,30,30,96,colombia
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,30,30,96,chile
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,30,30,96,spain
Verte Ir,DJ Luian,latin,2019,96,65,86,-4,8,55,268,39,10,85,chile
Vete,Bad Bunny,latin,2019,92,67,89,-4,10,53,192,4,19,94,argentina
Vete,Bad Bunny,latin,2019,92,67,89,-4,10,53,192,4,19,94,bolivia
Vete,Bad Bunny,latin,2019,92,67,89,-4,10,53,192,4,19,94,colombia
Vete,Bad Bunny,latin,2019,92,67,89,-4,10,53,192,4,19,94,chile
Vete,Bad Bunny,latin,2019,92,67,89,-4,10,53,192,4,19,94,spain
